dataset,#TrainingRelease,%Training,%Defective in Training,%Defective in Testing,Classifier,FeatureSelection,Balancing,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
SYNCOPE,22,94,41,98,RandomForest,BF,No Sampling,388.0,0.0,30.0,1386.0,0.8358229988726043,0.009224829055358496,1.0,0.21871476888387825
SYNCOPE,22,94,41,98,IBK,BF,No Sampling,462.0,0.0,30.0,1312.0,0.8148534385569335,0.011576200801146545,1.0,0.26042841037204056
SYNCOPE,22,94,41,98,NaiveBayes,BF,UnderSampling,124.0,0.0,15.0,763.0,0.6764750093949643,0.005376142068889782,1.0,0.13979706877113868
SYNCOPE,22,94,41,98,RandomForest,BF,UnderSampling,358.0,3.0,12.0,529.0,0.5932732055618188,0.011164642414101492,0.9916897506925207,0.4036076662908681
SYNCOPE,22,94,41,98,IBK,BF,UnderSampling,358.0,3.0,12.0,529.0,0.590717775272454,0.011164642414101492,0.9916897506925207,0.4036076662908681
SYNCOPE,22,94,41,98,NaiveBayes,BF,OverSampling,95.0,0.0,15.0,792.0,0.6764750093949643,0.0039735985745237914,1.0,0.10710259301014656
SYNCOPE,22,94,41,98,RandomForest,BF,OverSampling,287.0,1.0,14.0,600.0,0.5936490041337843,0.012453136784117684,0.9965277777777778,0.32356257046223225
SYNCOPE,22,94,41,98,IBK,BF,OverSampling,294.0,2.0,13.0,593.0,0.5831266441187524,0.009727619279580471,0.9932432432432432,0.3314543404735062
SYNCOPE,22,94,41,98,NaiveBayes,BF,Smote,192.0,1.0,14.0,695.0,0.6764750093949643,0.006309178223996416,0.9948186528497409,0.21645997745208567
SYNCOPE,22,94,41,98,RandomForest,BF,Smote,546.0,8.0,7.0,341.0,0.5908680947012401,0.006902513044740071,0.9855595667870036,0.6155580608793687
SYNCOPE,22,94,41,98,IBK,BF,Smote,546.0,8.0,7.0,341.0,0.5919954904171364,0.006902513044740071,0.9855595667870036,0.6155580608793687
SYNCOPE,23,94,44,99,NaiveBayes,No FS,No Sampling,200.0,0.0,5.0,697.0,0.9973244147157191,0.0031711099201831667,1.0,0.2229654403567447
SYNCOPE,23,94,44,99,RandomForest,No FS,No Sampling,352.0,0.0,5.0,545.0,0.993088071348941,0.007109531215285569,1.0,0.39241917502787066
SYNCOPE,23,94,44,99,IBK,No FS,No Sampling,386.0,0.0,5.0,511.0,0.9955406911928651,0.008304968781062941,1.0,0.43032329988851725
SYNCOPE,23,94,44,99,NaiveBayes,No FS,UnderSampling,223.0,0.0,5.0,674.0,0.9973244147157191,0.0036546712598618195,1.0,0.24860646599777034
SYNCOPE,23,94,44,99,RandomForest,No FS,UnderSampling,467.0,0.0,5.0,430.0,0.9908584169453735,0.011897179833388562,1.0,0.5206243032329989
SYNCOPE,23,94,44,99,IBK,No FS,UnderSampling,554.0,0.0,5.0,343.0,0.9923076923076923,0.017591434178187933,1.0,0.6176142697881828
SYNCOPE,23,94,44,99,NaiveBayes,No FS,OverSampling,222.0,0.0,5.0,675.0,0.9897435897435898,0.0036329716726397803,1.0,0.24749163879598662
SYNCOPE,23,94,44,99,RandomForest,No FS,OverSampling,451.0,0.0,5.0,446.0,0.9872909698996656,0.011086474501108556,1.0,0.5027870680044593
SYNCOPE,23,94,44,99,IBK,No FS,OverSampling,501.0,0.0,5.0,396.0,0.9875139353400223,0.013832060562890361,1.0,0.5585284280936454
SYNCOPE,23,94,44,99,NaiveBayes,No FS,Smote,261.0,0.0,5.0,636.0,0.9973244147157191,0.004529032661093011,1.0,0.2909698996655518
SYNCOPE,23,94,44,99,RandomForest,No FS,Smote,563.0,0.0,5.0,334.0,0.9884057971014493,0.018344857248988378,1.0,0.6276477146042363
SYNCOPE,23,94,44,99,IBK,No FS,Smote,542.0,0.0,5.0,355.0,0.9955406911928651,0.01664465804747733,1.0,0.6042363433667781
SYNCOPE,23,94,44,99,NaiveBayes,BF,No Sampling,294.0,0.0,10.0,1500.0,0.7625975473801561,0.002168237532634193,1.0,0.16387959866220736
SYNCOPE,23,94,44,99,RandomForest,BF,No Sampling,446.0,0.0,10.0,1348.0,0.8944816053511706,0.0036546712598618195,1.0,0.24860646599777034
SYNCOPE,23,94,44,99,IBK,BF,No Sampling,480.0,0.0,10.0,1314.0,0.8893534002229655,0.004033518539059605,1.0,0.26755852842809363
SYNCOPE,23,94,44,99,NaiveBayes,BF,UnderSampling,147.0,0.0,5.0,750.0,0.7625418060200669,0.002168237532634193,1.0,0.16387959866220736
SYNCOPE,23,94,44,99,RandomForest,BF,UnderSampling,361.0,0.0,5.0,536.0,0.5923076923076923,0.007411483076771498,1.0,0.40245261984392416
SYNCOPE,23,94,44,99,IBK,BF,UnderSampling,361.0,0.0,5.0,536.0,0.5923076923076923,0.007411483076771498,1.0,0.40245261984392416
SYNCOPE,23,94,44,99,NaiveBayes,BF,OverSampling,94.0,0.0,5.0,803.0,0.7625418060200669,0.0012961119399486592,1.0,0.10479375696767002
SYNCOPE,23,94,44,99,RandomForest,BF,OverSampling,348.0,0.0,5.0,549.0,0.5923076923076923,0.006978451024508808,1.0,0.3879598662207358
SYNCOPE,23,94,44,99,IBK,BF,OverSampling,361.0,0.0,5.0,536.0,0.5923076923076923,0.007411483076771498,1.0,0.40245261984392416
SYNCOPE,23,94,44,99,NaiveBayes,BF,Smote,314.0,0.0,5.0,583.0,0.7625418060200669,0.005935660465098696,1.0,0.3500557413600892
SYNCOPE,23,94,44,99,RandomForest,BF,Smote,552.0,2.0,3.0,345.0,0.5923076923076923,0.006134774518458439,0.9963898916967509,0.6153846153846154
SYNCOPE,23,94,44,99,IBK,BF,Smote,670.0,5.0,0.0,227.0,0.5923076923076923,-0.010966501444486314,0.9925925925925926,0.7469342251950948
SYNCOPE,24,94,47,99,NaiveBayes,No FS,No Sampling,214.0,0.0,4.0,684.0,0.9983296213808464,0.002767181741772821,1.0,0.2383073496659243
SYNCOPE,24,94,47,99,RandomForest,No FS,No Sampling,411.0,0.0,4.0,487.0,0.9972160356347439,0.007429467509637086,1.0,0.4576837416481069
SYNCOPE,24,94,47,99,IBK,No FS,No Sampling,630.0,0.0,4.0,268.0,0.9994432071269488,0.020423379907284187,1.0,0.7015590200445434
SYNCOPE,24,94,47,99,NaiveBayes,No FS,UnderSampling,226.0,0.0,4.0,672.0,0.9983296213808464,0.002973918993604807,1.0,0.2516703786191537
SYNCOPE,24,94,47,99,RandomForest,No FS,UnderSampling,495.0,0.0,4.0,403.0,0.9988864142538976,0.010776507214272804,1.0,0.5512249443207127
SYNCOPE,24,94,47,99,IBK,No FS,UnderSampling,652.0,0.0,4.0,246.0,0.999304008908686,0.022967046515314327,1.0,0.7260579064587973
SYNCOPE,24,94,47,99,NaiveBayes,No FS,OverSampling,216.0,0.0,4.0,682.0,0.9980512249443207,0.002801138610972431,1.0,0.24053452115812918
SYNCOPE,24,94,47,99,RandomForest,No FS,OverSampling,502.0,0.0,4.0,396.0,0.9955456570155902,0.01111824765785931,1.0,0.5590200445434298
SYNCOPE,24,94,47,99,IBK,No FS,OverSampling,555.0,0.0,4.0,343.0,0.9979120267260579,0.01414796734496194,1.0,0.6180400890868597
SYNCOPE,24,94,47,99,NaiveBayes,No FS,Smote,283.0,0.0,4.0,615.0,0.9983296213808464,0.00406467574156993,1.0,0.3151447661469933
SYNCOPE,24,94,47,99,RandomForest,No FS,Smote,704.0,0.0,4.0,194.0,0.9966592427616926,0.031181485992691778,1.0,0.7839643652561247
SYNCOPE,24,94,47,99,IBK,No FS,Smote,748.0,0.0,4.0,150.0,0.9994432071269488,0.04235440672687629,1.0,0.8329621380846325
SYNCOPE,24,94,47,99,NaiveBayes,BF,No Sampling,337.0,0.0,8.0,1459.0,0.7594306792873051,0.0020444159992235055,1.0,0.1876391982182628
SYNCOPE,24,94,47,99,RandomForest,BF,No Sampling,534.0,0.0,8.0,1262.0,0.8934089643652561,0.003738854328213979,1.0,0.2973273942093541
SYNCOPE,24,94,47,99,IBK,BF,No Sampling,753.0,0.0,8.0,1043.0,0.8847786748329621,0.006362416957995773,1.0,0.4192650334075724
SYNCOPE,24,94,47,99,NaiveBayes,BF,UnderSampling,147.0,0.0,4.0,751.0,0.7395601336302895,0.0017330358484949587,1.0,0.16369710467706014
SYNCOPE,24,94,47,99,RandomForest,BF,UnderSampling,361.0,0.0,4.0,537.0,0.5697383073496659,0.005926996154019851,1.0,0.40200445434298443
SYNCOPE,24,94,47,99,IBK,BF,UnderSampling,361.0,0.0,4.0,537.0,0.5697383073496659,0.005926996154019851,1.0,0.40200445434298443
SYNCOPE,24,94,47,99,NaiveBayes,BF,OverSampling,123.0,0.0,4.0,775.0,0.7395601336302895,0.001405646011479466,1.0,0.13697104677060135
SYNCOPE,24,94,47,99,RandomForest,BF,OverSampling,361.0,0.0,4.0,537.0,0.5697383073496659,0.005926996154019851,1.0,0.40200445434298443
SYNCOPE,24,94,47,99,IBK,BF,OverSampling,347.0,0.0,4.0,551.0,0.5694599109131403,0.0055544661829852555,1.0,0.38641425389755013
SYNCOPE,24,94,47,99,NaiveBayes,BF,Smote,898.0,4.0,0.0,0.0,0.7395601336302895,0.0,0.9955654101995566,1.0
SYNCOPE,24,94,47,99,RandomForest,BF,Smote,671.0,4.0,0.0,227.0,0.5697383073496659,-0.00879223030220862,0.9940740740740741,0.7472160356347439
SYNCOPE,24,94,47,99,IBK,BF,Smote,774.0,4.0,0.0,124.0,0.5697383073496659,-0.00866648029074656,0.9948586118251928,0.8619153674832962
